timestamp,city,lat,lon,data_source,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi_openweather,temperature,humidity,wind_speed,wind_deg,pressure,visibility,weather_main,hour,day_of_week,day_of_month,month,is_weekend,is_rush_hour,season,aqi_change_rate,pm25_change_rate,pm25_rolling_3h,pm25_rolling_6h,pm25_rolling_24h,aqi_rolling_3h,pollution_index,aqi_next_24h
2026-03-05T23:00:00+00:00,Karachi,24.8607,67.0011,openweathermap_historical,66.66829186832965,0.01,0.020104688045825908,43.8,0.39,53.04712955321924,79.57069432982887,0.5,3,25.093407018043614,58.32725053635399,7.334403464573817,208.7595005060701,1001,10000,Clouds,23,3,5,3,0,0,1,0.0,0.0,53.04712955321924,53.04712955321924,53.04712955321924,3.0,45.900990687253476,3.0
2026-03-06T00:00:00+00:00,Karachi,24.8607,67.0011,openweathermap_historical,81.09804187976461,0.01,0.012708945294692405,43.8,0.39,66.23556057079264,99.35334085618896,0.5,4,25.157977690599637,76.21882526823849,6.462839898638272,237.64448374634418,1001,10000,Clouds,0,4,6,3,0,0,1,0.0,0.0,59.64134506200594,59.64134506200594,59.64134506200594,3.5,55.132892399554855,3.0
2026-03-06T01:00:00+00:00,Karachi,24.8607,67.0011,openweathermap_historical,75.60142057945458,0.01,0.0321386627242522,43.8,0.39,59.678253967967805,89.51738095195171,0.5,4,27.672445115529896,79.21795282441816,9.437301199023425,209.88772986608197,1001,10000,Clouds,1,4,6,3,0,0,1,0.0,0.0,59.653648030659895,59.653648030659895,59.653648030659895,3.6666666666666665,50.54277777757747,3.0
2026-03-06T02:00:00+00:00,Karachi,24.8607,67.0011,openweathermap_historical,73.02116195810825,0.01,0.021892479684979215,43.8,0.39,57.803154059196494,86.70473108879474,0.5,4,31.18798647575111,71.33990287974977,6.147963826384532,222.800140651945,1001,10000,Clouds,2,4,6,3,0,0,1,0.0,0.0,61.23898953265231,59.19102453779404,59.19102453779404,4.0,49.23020784143755,4.0
2026-03-06T03:00:00+00:00,Karachi,24.8607,67.0011,openweathermap_historical,65.49665402864673,0.01,0.017442399124070803,43.8,0.39,65.08712675083608,97.63069012625411,0.5,3,24.049402088825758,57.471059185901076,7.359438301454232,242.82686382828436,1001,10000,Clouds,3,4,6,3,0,0,1,0.0,0.0,60.85617825933346,60.37024498040246,60.37024498040246,3.6666666666666665,54.328988725585255,3.0
2026-03-06T04:00:00+00:00,Karachi,24.8607,67.0011,openweathermap_historical,80.62186367538158,0.01,0.03158367695807454,43.8,0.39,61.19498809706605,91.79248214559908,0.5,3,36.187597383162405,61.256261206063584,4.029843403995372,190.7314082883993,1001,10000,Clouds,4,4,6,3,0,0,1,0.0,0.0,61.36175630236621,60.50770216651305,60.50770216651305,3.3333333333333335,51.60449166794624,3.0
2026-03-06T05:00:00+00:00,Karachi,24.8607,67.0011,openweathermap_historical,75.22926841823475,0.01,0.009116788822925537,43.8,0.39,54.31072507161046,81.46608760741569,0.5,4,24.088991202332807,66.23777011260448,7.558691024425208,236.43342777362065,1001,10000,Clouds,5,4,6,3,0,0,1,0.0,0.0,60.1976133065042,60.71830141957826,59.62241972438411,3.3333333333333335,46.78550755012733,3.0
2026-03-06T06:00:00+00:00,Karachi,24.8607,67.0011,openweathermap_historical,80.00174873934209,0.01,0.05687020213655847,43.8,0.39,56.47787265572532,84.71680898358798,0.5,3,30.25541529649039,61.06330582955929,6.315130429267033,205.5167621996588,1001,10000,Clouds,6,4,6,3,0,0,1,0.0,0.0,57.32786194146728,59.09202010040037,59.22935134080176,3.3333333333333335,48.302510859007725,4.0
2026-03-06T07:00:00+00:00,Karachi,24.8607,67.0011,openweathermap_historical,72.64693074514076,0.01,0.06761383398592394,43.8,0.39,58.729213740764735,88.0938206111471,0.5,4,31.64309357199846,64.71360168928271,5.244011237877034,221.33085554376518,1001,10000,Clouds,7,4,6,3,0,1,1,0.0,0.0,56.505937156033504,58.933846729199864,59.1737804963532,3.6666666666666665,49.87844961853531,4.0
2026-03-06T08:00:00+00:00,Karachi,24.8607,67.0011,openweathermap_historical,92.79653229373783,0.01,0.03370887022697252,43.8,0.39,50.80317474878704,76.20476212318056,0.5,4,18.56608052932974,56.38039274383907,5.984742649584936,237.64035339611348,1001,10000,Clouds,8,4,6,3,0,1,1,0.0,0.0,55.336753715092364,57.767183510798276,58.33671992159659,3.6666666666666665,44.33022232415093,4.0
